-45.92982,-127.22482,-34.40858
-44.75572,-121.29489,-37.090412
-42.996258,-117.780975,-40.00108
-43.740135,-127.33401,-39.041508
-75.58419,-121.6021,16.447832
-19.150564,-77.06803,-108.57621
-45.20888,-122.99866,-33.47908
-19.86763,-79.78194,-110.28822
-18.285698,-71.96872,-109.45221
-21.925074,-84.95389,-113.03173
-19.595722,-79.162384,-112.65434
-19.731304,-81.69968,-112.467026
-43.410538,-128.58733,-33.597717
-44.084003,-129.59036,-33.06062
-24.19467,-92.141365,-110.29084
-19.659578,-81.30914,-109.90955
-21.382982,-81.50423,-110.33968
-23.056206,-89.315765,-112.51962
-19.89068,-81.85841,-111.820404
1.0079001,-85.26695,-80.95364
-74.64295,-122.74382,16.537163
-20.735167,-91.06183,-112.14196
-37.8309,-123.28255,-26.711302
-43.45613,-125.625656,-29.885218
-21.647562,-85.8668,-106.533646
-45.684,-126.48482,-34.502537
-77.993675,-119.78292,16.8851
-16.371916,-120.51709,-42.958252
-39.12397,-128.54858,-27.617468
-43.060047,-128.62997,-28.000256
-68.93205,-122.94822,16.580488
-21.456324,-96.60674,-97.42919
-22.328743,-91.04813,-109.51753
-21.044107,-86.092354,-104.9318
-21.508076,-94.028625,-109.050705
-17.870317,-82.25545,-102.435455
-44.450024,-128.505,-28.362131
-77.94543,-119.128845,17.363966
-19.620089,-84.67775,-94.50491
-39.532703,-129.34349,-27.796597
-11.227453,-86.44893,-95.9467
-45.59281,-127.830246,-30.131212
-72.11272,-122.83864,15.815449
-16.473238,-82.34395,-97.33502
-73.43491,-124.14337,16.540056
-26.38232,-129.59851,-38.209167
5.767,-99.27472,-75.33627
-41.818466,-126.01718,-31.172262
-42.61521,-133.90665,-29.336473
-44.377563,-128.02426,-29.672346
-15.950657,-86.931496,-100.13609
-74.91479,-119.45175,18.060297
-3.3153915,-114.797485,-73.063484
-15.012066,-86.86425,-97.79527
-17.11451,-89.15411,-101.834435
-30.764084,-127.8302,-30.86177
-13.755364,-87.450485,-90.39865
-70.89965,-122.95017,16.667566
-43.39495,-128.54518,-29.504591
-14.175304,-89.99149,-87.50856
-27.205578,-101.93406,-92.20171
-35.986,-130.66408,-25.546268
-3.3674304,-115.64273,-83.5823
-12.337874,-115.061356,-83.98168
-20.583427,-91.24139,-86.1368
-25.770788,-89.2295,-89.109436
-14.635205,-85.067825,-88.49565
-4.1894426,-88.651215,-48.54988
-66.65468,-127.243546,14.921495
-78.141594,-117.79641,18.112091
-21.309967,-89.121185,-98.17059
-12.976018,-96.74353,-76.21383
-27.18732,-94.77234,-100.04826
-25.296158,-98.86615,-100.470856
-25.40754,-100.60127,-98.69237
-40.554653,-128.75938,-29.445883
-12.564902,-122.94769,27.177053
-21.068562,-95.03013,-84.094086
-70.71595,-120.97139,18.454206
-73.440155,-124.50137,16.288313
-76.41841,-119.488106,17.589415
-69.202896,-123.66221,18.176935
-74.96949,-122.08634,17.099377
-69.98693,-125.210686,17.4145
-69.93239,-127.09684,15.888279
-73.433044,-122.81557,17.04253
-72.800674,-122.92781,17.117483
-59.892517,-125.35356,17.006895
-62.599434,-125.34752,23.886904
-62.93644,-127.950745,20.911362
-65.8281,-119.30937,25.65541
-61.231667,-124.63641,16.523457
-63.466255,-126.25952,19.617657
-66.11847,-123.29082,21.375868
-60.538567,-122.130394,28.589518
-45.07891,-137.4163,-9.403411
-60.898895,-124.59369,23.145613
-60.346535,-122.944084,23.85914
-61.663513,-121.27107,27.042498
-38.919403,-132.7236,-26.160765
-44.434906,-128.40492,-30.539097
-23.402382,-133.42502,-27.198673
-60.65077,-119.69643,29.603304
-33.53916,-133.6585,-24.570177
-32.892628,-132.40111,-25.088827
-23.0773,-129.54831,-30.407015
-8.281969,-102.87082,-84.73853
-9.395263,-94.44947,-88.462585
-63.02204,-127.943665,19.438753
-15.819518,-111.51158,-91.53715
-35.194843,-129.89319,-26.378893
-9.321718,-90.142296,-70.66793
-35.449062,-136.0598,-29.706285
-24.47868,-98.562744,-96.04212
-31.724504,-131.25064,-22.433933
-3.4546778,-97.645805,-80.10598
-21.436363,-135.98358,-26.319918
-3.672458,-87.2372,-65.612656
-21.94646,-86.925705,-88.899
-32.247692,-130.95169,-30.856579
-39.472095,-134.27719,-28.323332
-14.06651,-113.222305,-78.871895
-23.02901,-90.42957,-93.40592
-30.971565,-128.23582,-19.154598
-12.589431,-87.304474,-75.00392
-16.742027,-131.01198,-34.913036
-12.578591,-93.88377,-84.38968
-9.020948,-105.03394,-49.922638
-23.133942,-86.96155,-88.37109
-27.49261,-101.962234,-87.05188
-10.838836,-99.02707,-74.0959
-5.383811,-84.90894,-41.81166
-36.11848,-132.65013,-22.701704
-25.305527,-103.21502,-93.5072
-5.9767256,-97.63927,-74.20656
-40.115788,-127.83509,-30.009996
-19.01261,-87.336266,-78.21131
-42.67419,-128.74457,-30.22788
-19.256052,-112.60167,-85.66061
-5.005045,-137.78354,-40.79236
-29.408705,-138.0605,-30.90425
-33.26055,-137.26225,-25.231474
-35.788357,-134.96552,-26.048414
-33.996536,-133.61035,-25.699612
