-128.29779,107.19452
-130.00577,107.13687
-131.0506,105.63648
-131.64673,104.48605
842.2506,787.6971
-157.0077,39.145023
-127.80029,106.90884
-154.91441,37.669823
-154.66415,37.990585
-155.10811,37.6412
-155.72905,37.110382
-155.64478,37.166718
-128.59671,105.65113
-128.04442,105.98678
-155.19637,37.494423
-155.81366,36.913963
-153.96301,38.420452
-155.08138,37.7224
-155.04007,37.569996
-151.1176,40.47162
842.0578,787.6636
-155.32664,37.59241
-127.13678,104.70391
-126.82835,106.565186
-155.88199,40.62457
-127.33064,105.14294
841.9578,787.65076
-141.8153,89.18254
-126.2782,105.93086
-125.58536,106.797165
841.753,787.6741
-152.95676,39.95446
-154.00188,39.451447
-155.08856,38.55417
-155.06686,38.85802
-154.69649,37.687977
-126.56931,106.8773
842.06604,787.6674
-152.98846,38.84631
-125.97174,106.1105
-155.24893,38.091415
-125.940254,105.658516
841.70984,787.65106
-154.39511,37.999893
842.0582,787.66266
-141.61069,90.35285
-152.13257,39.67369
-126.37558,104.85076
-125.8374,106.34879
-126.23151,106.25373
-154.41241,38.023006
841.83185,787.63556
-149.56625,41.272156
-154.42084,37.94285
-154.72717,39.130993
-131.25641,100.83937
-152.52985,41.511448
841.3618,787.6495
-125.89891,105.88903
-153.39783,39.56026
-148.73589,41.59788
-125.64477,104.35279
-152.88472,38.98702
-150.08914,41.01396
-150.51933,40.674137
-149.35545,41.264305
-152.84756,38.935013
-148.53488,41.44926
841.15454,787.6182
841.98315,787.64166
-154.18243,39.069374
-150.1184,40.523087
-150.55685,40.652985
-153.6785,38.781
-152.87038,39.47269
-126.482544,105.15119
-78.27937,64.633286
-149.38026,41.120796
841.12256,787.6463
841.9774,787.6629
841.66064,787.62384
841.114,787.6335
841.94214,787.64246
841.90125,787.6612
841.8692,787.64325
841.91797,787.65265
841.8667,787.6447
840.26794,787.6862
840.8913,787.609
841.45703,787.62384
840.70825,787.5671
839.9896,787.5319
840.49756,787.58185
840.88696,787.5826
840.1053,787.5292
